"","X","發生時間","發生地點","死亡受傷人數","車種","year","monthday","month","day_time","day","time","death","injured","country","country_region","city","county","district"
"803",803,"105年07月04日 22時01分","苗栗縣頭份市中華路522巷口。(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"07月04日 22時01分",7,"04日 22時01分",4,"22時01分",1,0,"苗栗","頭份","中華路522巷口。(附近)","苗 栗 縣","頭 份 市"
"804",804,"105年07月05日 02時11分","臺南市鹽水區義稠里臺19線100公里700公尺處南向外側車道","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"07月05日 02時11分",7,"05日 02時11分",5,"2時11分",1,1,"臺南市鹽水區義稠里臺19線100公里700公尺處南向外側車道",NA,"鹽水","臺 南 市","鹽 水 區"
"805",805,"105年07月05日 11時57分","南投縣草屯鎮土城里三層巷15之51號前北側約60公尺數","死亡1;受傷1","自用-大貨車;自用-大貨車",105,"07月05日 11時57分",7,"05日 11時57分",5,"11時57分",1,1,"南投","草屯",NA,"南 投 縣","草 屯 鎮"
"806",806,"105年07月05日 22時36分","高雄市大寮區鳳屏二路136號前0公尺數136號","死亡1;受傷0","普通輕型-機車;自用-小貨車",105,"07月05日 22時36分",7,"05日 22時36分",5,"22時36分",1,0,"高雄市大寮區鳳屏二路136號前0公尺數136號",NA,"大寮","高 雄 市","大 寮 區"
"807",807,"105年07月06日 03時00分","苗栗縣頭屋鄉國道一號122公里900公尺處北向外側車道","死亡1;受傷3","民營客運-大客車;營業用-半聯結車;民營客運-大客車;民營客運-大客車;民營客運-大客車",105,"07月06日 03時00分",7,"06日 03時00分",6,"3時00分",1,3,"苗栗","頭屋",NA,"苗 栗 縣","頭 屋 鄉"
"808",808,"105年07月06日 09時52分","臺北市士林區德行西路前0公尺數與福華路口","死亡1;受傷0","普通重型-機車;計程車-小客車",105,"07月06日 09時52分",7,"06日 09時52分",6,"9時52分",1,0,"臺北市士林區德行西路前0公尺數與福華路口",NA,"士林","臺 北 市","士 林 區"
"809",809,"105年07月06日 12時03分","苗栗縣苗栗市南勢里台13線33公里100公尺處北向外側車道","死亡1;受傷0","普通重型-機車",105,"07月06日 12時03分",7,"06日 12時03分",6,"12時03分",1,0,"苗栗","苗栗","南勢里台13線33公里100公尺處北向外側車道","苗 栗 縣","苗 栗 市"
"810",810,"105年07月06日 21時23分","桃園市平鎮區中興路平鎮段315號R105070075(平鎮所)(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"07月06日 21時23分",7,"06日 21時23分",6,"21時23分",1,0,"桃園市平",NA,"平","桃 園 市","平 鎮 區"
"811",811,"105年07月06日 23時44分","彰化縣田尾鄉中正路1段公所路(口)","死亡1;受傷0","自用-小客車",105,"07月06日 23時44分",7,"06日 23時44分",6,"23時44分",1,0,"彰化","田尾",NA,"彰 化 縣","田 尾 鄉"
"812",812,"105年07月07日 05時38分","桃園市大溪區快速路產業道路(口)台66線27.6K橋下路口(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"07月07日 05時38分",7,"07日 05時38分",7,"5時38分",1,1,"桃園市大溪區快速路產業道路(口)台66線27.6K橋下路口(附近)",NA,"大溪","桃 園 市","大 溪 區"
"813",813,"105年07月07日 05時55分","嘉義縣中埔鄉社口村嘉132線4.1公里處(附近)","死亡1;受傷1","自用-小客車;自用-小貨車",105,"07月07日 05時55分",7,"07日 05時55分",7,"5時55分",1,1,"嘉義","中埔",NA,"嘉 義 縣","中 埔 鄉"
"814",814,"105年07月07日 06時35分","宜蘭縣南澳鄉台9線129公里750公尺處北向內側車道","死亡1;受傷1","自用-大貨車;自用-曳引車",105,"07月07日 06時35分",7,"07日 06時35分",7,"6時35分",1,1,"宜蘭","南澳",NA,"宜 蘭 縣","南 澳 鄉"
"815",815,"105年07月07日 07時10分","高雄市前金區中山一路前0公尺數玉竹一街路口以北路燈桿編號00605","死亡1;受傷0","普通重型-機車",105,"07月07日 07時10分",7,"07日 07時10分",7,"7時10分",1,0,"高雄市前金區中山一路前0公尺數玉竹一街路口以北路燈桿編號00605",NA,"前金","高 雄 市","前 金 區"
"816",816,"105年07月07日 13時42分","雲林縣二崙鄉永定村永定路產業道路口(永定村126號路燈處)(附近)雲26線1公里400公尺處西向內側車道","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"07月07日 13時42分",7,"07日 13時42分",7,"13時42分",1,0,"雲林","二崙",NA,"雲 林 縣","二 崙 鄉"
"817",817,"105年07月07日 23時55分","新竹縣新豐鄉後湖村8鄰後湖子174之1號旁(附近)","死亡1;受傷0","大型重型1-機車",105,"07月07日 23時55分",7,"07日 23時55分",7,"23時55分",1,0,"新竹","新豐",NA,"新 竹 縣","新 豐 鄉"
"818",818,"105年07月08日 10時00分","南投縣竹山鎮延和里集山路三段江西路(口)台3線231公里800公尺處北向外側車道","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"07月08日 10時00分",7,"08日 10時00分",8,"10時00分",1,1,"南投","竹山",NA,"南 投 縣","竹 山 鎮"
"819",819,"105年07月08日 18時50分","雲林縣斗南鎮林子里林子116號燈桿前(附近)","死亡2;受傷0","自用-小客車;自用-小客車",105,"07月08日 18時50分",7,"08日 18時50分",8,"18時50分",2,0,"雲林","斗南",NA,"雲 林 縣","斗 南 鎮"
"820",820,"105年07月09日 08時40分","臺南市北區國華街四段5巷","死亡1;受傷0","普通重型-機車;自用-小客車",105,"07月09日 08時40分",7,"09日 08時40分",9,"8時40分",1,0,"臺南市北區國華街四段5巷",NA,"北","臺 南 市","北 區 國"
"821",821,"105年07月09日 22時02分","臺東縣台東市台9線386公里500公尺處南向中內車道","死亡1;受傷0","普通重型-機車;營業用-曳引車;其他人-人",105,"07月09日 22時02分",7,"09日 22時02分",9,"22時02分",1,0,"臺東","台東","台9線386公里500公尺處南向中內車道","臺 東 縣","台 東 市"
"822",822,"105年07月10日 04時35分","新竹縣新埔鎮田新路356號","死亡1;受傷0","自用-小客車;行人-人",105,"07月10日 04時35分",7,"10日 04時35分",10,"4時35分",1,0,"新竹","新埔",NA,"新 竹 縣","新 埔 鎮"
"823",823,"105年07月10日 08時54分","新北市貢寮區臺2線道路前0公尺數102.4K","死亡1;受傷0","營業用-曳引車",105,"07月10日 08時54分",7,"10日 08時54分",10,"8時54分",1,0,"新北市貢寮區臺2線道路前0公尺數102.4K",NA,"貢寮","新 北 市","貢 寮 區"
"824",824,"105年07月10日 10時38分","臺北市大安區仁愛路3段前0公尺數與復興南路1段口","死亡1;受傷0","民營公車-大客車;行人-人",105,"07月10日 10時38分",7,"10日 10時38分",10,"10時38分",1,0,"臺北市大安區仁愛路3段前0公尺數與復興南路1段口",NA,"大安","臺 北 市","大 安 區"
"825",825,"105年07月11日 02時18分","桃園市平鎮區湧安里湧光路494巷","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"07月11日 02時18分",7,"11日 02時18分",11,"2時18分",1,1,"桃園市平",NA,"平","桃 園 市","平 鎮 區"
"826",826,"105年07月11日 13時15分","臺北市南港區國道三號15公里900公尺處北向內側車道","死亡1;受傷0","租賃車-小客車",105,"07月11日 13時15分",7,"11日 13時15分",11,"13時15分",1,0,"臺北市南港區國道三號15公里900公尺處北向內側車道",NA,"南港","臺 北 市","南 港 區"
"827",827,"105年07月11日 14時32分","嘉義縣水上鄉國道三號301公里700公尺處北向內側車道","死亡1;受傷4","自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"07月11日 14時32分",7,"11日 14時32分",11,"14時32分",1,4,"嘉義","水上",NA,"嘉 義 縣","水 上 鄉"
"828",828,"105年07月11日 19時11分","南投縣名間鄉皮仔寮巷17之1號139乙線4公里550公尺處北向中線車道","死亡1;受傷0","自用-小客車;行人-人",105,"07月11日 19時11分",7,"11日 19時11分",11,"19時11分",1,0,"南投","名間",NA,"南 投 縣","名 間 鄉"
"829",829,"105年07月11日 20時14分","新北市金山區永興里臺2線道路前0公尺數台36公里200公尺處南向路肩、路緣車道36.2K","死亡1;受傷0","普通重型-機車",105,"07月11日 20時14分",7,"11日 20時14分",11,"20時14分",1,0,"新北市金山區永興里臺2線道路前0公尺數台36公里200公尺處南向路肩、路緣車道36.2K",NA,"金山","新 北 市","金 山 區"
"830",830,"105年07月11日 21時18分","臺中市豐原區社皮里豐原大道一段一心路(口)","死亡1;受傷0","自用-小客車;行人-人",105,"07月11日 21時18分",7,"11日 21時18分",11,"21時18分",1,0,"臺中市豐原區社皮里豐原大道一段一心路(口)",NA,"豐原","臺 中 市","豐 原 區"
"831",831,"105年07月12日 04時38分","臺南市安南區同安路132號","死亡1;受傷0","自用-小客車;行人-人;普通重型-機車",105,"07月12日 04時38分",7,"12日 04時38分",12,"4時38分",1,0,"臺南市安南區同安路132號",NA,"安南","臺 南 市","安 南 區"
"832",832,"105年07月12日 06時08分","桃園市蘆竹區南工路一段16號(V105070114南崁所轄區)(附近)","死亡1;受傷0","普通重型-機車",105,"07月12日 06時08分",7,"12日 06時08分",12,"6時08分",1,0,"桃園市蘆竹區南工路一段16號(V105070114南崁所轄區)(附近)",NA,"蘆竹","桃 園 市","蘆 竹 區"
"833",833,"105年07月12日 09時45分","臺中市大里區新仁里新仁路一段197號","死亡1;受傷0","自用-大貨車;行人-人",105,"07月12日 09時45分",7,"12日 09時45分",12,"9時45分",1,0,"臺中市大里區新仁里新仁路一段197號",NA,"大里","臺 中 市","大 里 區"
"834",834,"105年07月12日 12時57分","宜蘭縣南澳鄉澳花村蘇花公路台九線153.9公里南下(附近)台9線153公里900公尺處南向中內車道","死亡1;受傷0","普通重型-機車;自用-小客車",105,"07月12日 12時57分",7,"12日 12時57分",12,"12時57分",1,0,"宜蘭","南澳",NA,"宜 蘭 縣","南 澳 鄉"
"835",835,"105年07月12日 19時45分","苗栗縣通霄鎮新埔里7鄰中山路260號中山路(口)台1線127公里300公尺處北向內側車道","死亡1;受傷0","自用-小貨車;行人-人",105,"07月12日 19時45分",7,"12日 19時45分",12,"19時45分",1,0,"苗栗","通霄",NA,"苗 栗 縣","通 霄 鎮"
"836",836,"105年07月12日 22時47分","桃園市八德區瑞發里介壽路二段901巷","死亡1;受傷2","行人-人;大型重型2-機車;普通重型-機車;自用-小客車",105,"07月12日 22時47分",7,"12日 22時47分",12,"22時47分",1,2,"桃園市八德區瑞發里介壽路二段901巷",NA,"八德","桃 園 市","八 德 區"
"837",837,"105年07月13日 07時40分","彰化縣大城鄉台61線210.4公里南下車道","死亡1;受傷0","營業用-大貨車;自用-小貨車",105,"07月13日 07時40分",7,"13日 07時40分",13,"7時40分",1,0,"彰化","大城",NA,"彰 化 縣","大 城 鄉"
"838",838,"105年07月13日 23時30分","新竹縣竹北市福興路一段自強五路(口)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"07月13日 23時30分",7,"13日 23時30分",13,"23時30分",1,0,"新竹","竹北","福興路一段自強五路(口)","新 竹 縣","竹 北 市"
"839",839,"105年07月13日 23時40分","彰化縣鹿港鎮","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"07月13日 23時40分",7,"13日 23時40分",13,"23時40分",1,0,"彰化","鹿港",NA,"彰 化 縣","鹿 港 鎮"
"840",840,"105年07月14日 10時36分","高雄市鳳山區村中正路前0公尺數博愛路路口","死亡1;受傷0","營業用-半聯結車;腳踏自行車-慢車",105,"07月14日 10時36分",7,"14日 10時36分",14,"10時36分",1,0,"高雄市鳳山區村中正路前0公尺數博愛路路口",NA,"鳳山","高 雄 市","鳳 山 區"
"841",841,"105年07月14日 10時50分","臺中市大安區海墘里西濱公路大安港路(口)","死亡1;受傷0","普通重型-機車;營業用-曳引車",105,"07月14日 10時50分",7,"14日 10時50分",14,"10時50分",1,0,"臺中市大安區海墘里西濱公路大安港路(口)",NA,"大安","臺 中 市","大 安 區"
"842",842,"105年07月14日 16時30分","苗栗縣苑裡鎮苗47線與玉山11路口(附近)","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"07月14日 16時30分",7,"14日 16時30分",14,"16時30分",1,0,"苗栗","苑裡",NA,"苗 栗 縣","苑 裡 鎮"
"843",843,"105年07月15日 03時30分","新竹市東區國道一號96公里300公尺處北向輔助車道","死亡1;受傷0","營業用-大貨車;營業用-全聯結車",105,"07月15日 03時30分",7,"15日 03時30分",15,"3時30分",1,0,"新竹市東區國道一號96公里300公尺處北向輔助車道",NA,"東","新 竹 市","東 區 國"
"844",844,"105年07月15日 04時30分","彰化縣埔鹽鄉埔港路","死亡1;受傷0","普通重型-機車",105,"07月15日 04時30分",7,"15日 04時30分",15,"4時30分",1,0,"彰化","埔鹽",NA,"彰 化 縣","埔 鹽 鄉"
"845",845,"105年07月15日 07時27分","桃園市大溪區產業道路崁津部落產業道路中普幹48號(附近)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"07月15日 07時27分",7,"15日 07時27分",15,"7時27分",1,0,"桃園市大溪區產業道路崁津部落產業道路中普幹48號(附近)",NA,"大溪","桃 園 市","大 溪 區"
"846",846,"105年07月15日 11時18分","彰化縣秀水鄉番花路圳岸巷(口)","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"07月15日 11時18分",7,"15日 11時18分",15,"11時18分",1,0,"彰化","秀水",NA,"彰 化 縣","秀 水 鄉"
"847",847,"105年07月15日 12時55分","桃園市桃園區文中路國豐十街(口)M105070416    龍安所(附近)","死亡1;受傷0","自用-小客車;普通重型-機車",105,"07月15日 12時55分",7,"15日 12時55分",15,"12時55分",1,0,"桃園市桃園區文中路國豐十街(口)M105070416    龍安所(附近)",NA,"桃園","桃 園 市","桃 園 區"
"848",848,"105年07月15日 14時28分","新北市板橋區萬板大橋路前0公尺數","死亡1;受傷0","普通重型-機車",105,"07月15日 14時28分",7,"15日 14時28分",15,"14時28分",1,0,"新北市板橋區萬板大橋路前0公尺數",NA,"板橋","新 北 市","板 橋 區"
"849",849,"105年07月15日 20時02分","桃園市蘆竹區南竹路四段279巷南竹路(口)口(V105070166南竹所轄區)(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"07月15日 20時02分",7,"15日 20時02分",15,"20時02分",1,0,"桃園市蘆竹區南竹路四段279巷南竹路(口)口(V105070166南竹所轄區)(附近)",NA,"蘆竹","桃 園 市","蘆 竹 區"
"850",850,"105年07月15日 20時40分","高雄市岡山區嘉為街前0公尺數興隆街路口","死亡1;受傷0","自用-小客車;普通重型-機車",105,"07月15日 20時40分",7,"15日 20時40分",15,"20時40分",1,0,"高雄市岡山區嘉為街前0公尺數興隆街路口",NA,"岡山","高 雄 市","岡 山 區"
"851",851,"105年07月16日 02時15分","宜蘭縣蘇澳鎮中山路152號台9線104公里100公尺處北向內側車道","死亡1;受傷1","普通重型-機車;行人-人",105,"07月16日 02時15分",7,"16日 02時15分",16,"2時15分",1,1,"宜蘭","蘇澳",NA,"宜 蘭 縣","蘇 澳 鎮"
"852",852,"105年07月16日 07時49分","臺南市東區長榮路二段長榮路二段24巷口(附近)","死亡1;受傷1","普通重型-機車;營業用-小貨車",105,"07月16日 07時49分",7,"16日 07時49分",16,"7時49分",1,1,"臺南市東區長榮路二段長榮路二段24巷口(附近)",NA,"東","臺 南 市","東 區 長"
"853",853,"105年07月16日 09時35分","高雄市仁武區村高楠公路前0公尺數八德二路路口","死亡1;受傷0","普通重型-機車;自用-小客車",105,"07月16日 09時35分",7,"16日 09時35分",16,"9時35分",1,0,"高雄市仁武區村高楠公路前0公尺數八德二路路口",NA,"仁武","高 雄 市","仁 武 區"
"854",854,"105年07月16日 11時30分","新北市石碇區北宜公路前0公尺數北宜公路路口27.4公里處","死亡1;受傷0","大型重型1-機車;營業用-大貨車",105,"07月16日 11時30分",7,"16日 11時30分",16,"11時30分",1,0,"新北市石碇區北宜公路前0公尺數北宜公路路口27.4公里處",NA,"石碇","新 北 市","石 碇 區"
"855",855,"105年07月16日 11時58分","嘉義縣中埔鄉中崙村台3線311公里900公尺處南向內側車道","死亡1;受傷0","大型重型1-機車",105,"07月16日 11時58分",7,"16日 11時58分",16,"11時58分",1,0,"嘉義","中埔",NA,"嘉 義 縣","中 埔 鄉"
"856",856,"105年07月16日 12時28分","彰化縣埔鹽鄉彰水路2段","死亡1;受傷0","普通重型-機車",105,"07月16日 12時28分",7,"16日 12時28分",16,"12時28分",1,0,"彰化","埔鹽",NA,"彰 化 縣","埔 鹽 鄉"
"857",857,"105年07月16日 14時50分","嘉義縣中埔鄉鹽館村嘉134線0.7公里(附近)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"07月16日 14時50分",7,"16日 14時50分",16,"14時50分",1,1,"嘉義","中埔",NA,"嘉 義 縣","中 埔 鄉"
"858",858,"105年07月17日 07時50分","臺南市安南區安明路二段路燈88號附近(附近)","死亡1;受傷0","普通重型-機車;自用-大貨車",105,"07月17日 07時50分",7,"17日 07時50分",17,"7時50分",1,0,"臺南市安南區安明路二段路燈88號附近(附近)",NA,"安南","臺 南 市","安 南 區"
"859",859,"105年07月17日 18時35分","彰化縣芳苑鄉產業道口(新幹7-1電桿)","死亡1;受傷1","普通重型-機車;自用-小客車;普通重型-機車",105,"07月17日 18時35分",7,"17日 18時35分",17,"18時35分",1,1,"彰化","芳苑",NA,"彰 化 縣","芳 苑 鄉"
